estabelecimento,estabelecimento_id,estabelecimento_tipo,usuario,data_avaliacao,data_estadia,nota,titulo,conteudo,tipo_viagem,origem,latitude,longitude
"Pouso da Chica",3619350,hotel-review,Fernanda-Lage,2018-09-18,2018-09-18,4.0,"Excelente localização","Localização bem no centro histórico, com estacionamento há uns dois quarteirões (eles levam e buscam o carro, não usamos, deixamos na rua e foi tranquilo), funcionários super atenciosos, em especial o Rodrigo da recepção.
Café da manhã justo, caldo servido a noite com torradas delicioso, garrafa com café disponível o tempo todo, forneceram água do filtro normalmente sem custo (coisa rara no Brasil), roupas de cama de boa qualidade, limpeza ótima.
Recomendo!",Viajou em casal,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Rabino27,2018-08-18,2018-08-18,5.0,"CONFORTO E LOCALIZAÇÃO","Local agradável no centro histórico e próximo de tudo, fácil acesso a todas as atrações - igrejas, vesperata, serenata, etc. Os quartos são lindos, limpos, aconchegantes, silencioso e românticos. Ducha excelente. Café da manhã perfeito. A noite servem caldo com torradas em fogão a lenha, uma delicia. Equipe super atenciosa e competente, fazem de tudo para que você se sinta confortável. Indicam e contratam passeios para proporcionar a você momentos de descontração junto a natureza em bela cachoeiras próximas a cidade.",indef,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Adventure397891,2018-08-18,2018-07-18,5.0,"Diamantina","Linda pousada no centro histórico de Diamantina - MG, oportunidade para conhecer a cidade e seus museus, igrejas, bares e restaurantes e atrações próximas como vila do Biri Biri, São Gonçalo do Rio das Pedras, Milho Verde e os queijos do Serro.",Viajou com a família,"Brasília, DF",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,mariatavares2016,2018-08-18,2018-08-18,3.0,"Bom","A Pousada é muito bonitinha.Bem rústica.O quarto é bom, limpo.Mas o café da manhã achei bem fraco pelo nível da pousada.Poucas opçoes e apenas coisas de padaria.Também é servido um caldo a noite, mas bem fraquinho.",Viajou com amigos,"Divinópolis, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,sandraf608,2018-08-18,2018-08-18,4.0,"Excelente localização ","Embora estivéssemos de carro, optamos por visitar o Centro histórico a pé, já que a pousada é bem localizada.
Fomos bem atendidos na pousada, o staff é muito atencioso e prestativo.
Optamos por um quarto mais simples. Quarto pequeno, mas de bom tamanho para um casal com pouca bagagem e sem crianças. Mas a pousada conta com quartos mais amplos.
Café da manhã excelente! Diversos itens, todos que provamos fresquinhos e saborosos. No final da tarde, servem um caldinho de cortesia. Uma delícia!",Viajou em casal,"Brasília, DF",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,330marcias,2018-07-18,2018-07-18,4.0,"Gostamos!","Muito bem localizada, próxima ao centro histórico, acomodações confortáveis, e com uma decoração muito charmosa. Os colaboradores foram muito atenciosos. Só desfrutamos do caldo em uma noite, e estava muito bom. Considero q o café da manhã poderia ser melhorado, pois nos 3 dias q ficamos foram servidas praticamente as mesmas coisas, e dentre os quitutes (ponto forte da culinária mineira), não havia nada de especial... nem mesmo o pão de queijo... e os ovos mexidos eram feitos a pedido, o q demorava um pouco. Podiam ser oferecidos no buffet, para facilitar.",Viajou com a família,"Poços de Caldas, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Vasti2013,2018-07-18,2018-07-18,5.0,"Grata surpresa!","Charmosa, próxima ao centro histórico, atendimento extremamente simpático. Quartos grandes, camas confortáveis e bons banheiros. Conta com ventilador de teto, ar condicionado e frigobar. Oferece aos hóspedes um caldo a noite com torradas muito saboroso. Possui estacionamento próximo a pousada. Existe um conservatório ao lado, então o hóspede acorda e dorme com música.",indef,"São Paulo, SP",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Tecordella,2018-06-18,2018-06-18,5.0,"Um charme !!","Excelente ! A pousada é super charmosa, quartos excelentes, café da manhã no capricho, staff super gentil, além de que z localização é maravilhosa !! Em 5 min. de caminhada você chega na praça principal de Diamantina !",Viajou em casal,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,luizfernandoa350,2018-06-18,2018-06-18,1.0,"Pernilongo e mofo","Hotel bonito, bem localizado, mas tem pernilongos de sobra e mofo nas esteiras do teto. Ficamos na suíte 13, e passamos a noite inteira matando pernilongos. A esteira do teto abriga mofo e teia de aranha. Não valeu a pena, especialmente pela fama, preço e reputação do ambiente. Não conseguimos esperar pela manhã para fazer check out, e o fizemos no final da madrugada.",Viajou em casal,"Itamarandiba, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Mouraer,2018-05-18,2018-04-18,5.0,"Surpreendente","Localização excelente, próxima aos principais pontos turísticos e gastronômicos. Atendimento extremamente cordial, equipe muito competente e gentil. Instalações muito charmosas, em construção histórica, restaurada e adaptada para o novo uso de forma primorosa. Acomodações confortáveis, com todos os recursos necessários. Café da manhã saboroso, farto e agradável. O caldo ao fim do dia é um charme adicional. O estacionamento fica fora das instalações, a curta distância, condição usual nas cidades históricas, que não compromete a qualidade da hospedagem. Fidelidade conquistada.",Viajou com amigos,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,melinacj,2018-05-18,2018-04-18,5.0,"Uma delícia de lugar!","Nos hospedamos no período de 28 a 30/04, a fim de acompanhar a Vesperata (imperdível). Pousada muito bem localizada, aconchegante, cercada de detalhes em sua decoração e com excelente atendimento. Luiz é muito simpático, Fabiana está sempre sorridente e as meninas da cozinha tem mãos de fada.

Adoramos tudo, o silêncio ao redor é fundamental, voltamos para casa descansados e felizes. Obrigada à toda equipe pela recepção!",Viajou com a família,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,marcosaL2069ML,2018-04-18,2018-04-18,4.0,"Charmosa","A pousada é muito aconchegante, o café da manha muito saboroso e com boa variedade. A equipe da pousada é super atenciosa e prestativa. Fim de tarde é oferecido um caldo com todo o cuidado caseiro. A localização é um ponto forte, pois próximo de tudo.",indef,indef,-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,DaniZanotta,2018-02-18,2018-02-18,4.0,"Aconchegante","Grata surpresa ao chegar em Diamantina. Recepção aconchegante e cuidadosa feita pelo Luis. A pousada é rica em detalhes preservados e trazidos com a história de minas. Ao final do dia, servem um caldinho de feijão dos deuses. Café da manhã gostoso. Tudo está muito bem representado na internet.",Viajou em casal,"Campinas, SP",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,vanessacG7812IP,2018-01-18,2018-01-18,5.0,"Bom gosto e aconchego","Em dois casarões centenários e elegantes, fica esta pousada que alia bom gosto, atendimento impecável, simpatia de todos (do proprietário a qualquer um dos funcionários), atenção aos detalhes tanto dos quartos, ao paisagismo, à preservação histórica dos imóveis, ao serviço como um todo. Além de tudo isto, ainda tem localização privilegiada, bem próxima à Catedral, mercado antigo e aos melhores bares e restaurantes de Diamantina. Tudo de bom!!",Viajou em casal,"Tiradentes, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,501fabioi,2017-12-18,2017-12-18,5.0,"Perfeito","Lugar cuidado nos mínimos detalhes. Do atendimento atento, decoração de bom gosto e totalmente em harmonia com a cidade, chalé com tudo funcionando bem, limpo, cama e banho bom, até o café da manhã cheio de personalidade e com sabores diversos. Ainda tomamos um caldo delicioso. Parabéns!!",Viajou com a família,indef,-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,dcdaniel,2017-12-18,2017-12-18,5.0,"Encantadora","Pousada muito boa, funcionários super gentis, super conversavado. Cama deliciosa . No fim do dia recomendo o caldo no fogão de lenha ( cortesia) com um cafezinho e torradas. Para quem toca tem um piano super afinado para relaxar.",Viajou a trabalho,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,DANIELABATISTALIMA,2017-11-18,2017-11-18,4.0,"Personalisado","Ha hospedagem no sobrado antigo e nos chales. Os quartos são todos reformados. Fiquei hospedada no chale. Muito bom, Cama boa e chuveiro ducha.Quarto limpo. Tv e frigobar no quarto. O atendimento na recepção é bom. As atendentes da cozinha são especiais, A tarde, como gentileza, servem caldo para os hospedes. O POUSO está de parabéns.",indef,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,fladevisser,2017-10-18,2017-10-18,4.0,"Me senti em casa!","O casarão é mto bonito, mobiliário e decoração tb. Os funcionários são bastante atenciosos e solícitos. Ao chegarmos a pousada estava praticamente vazia para aquele fds e nos ofereceram um upgrade para o quarto luxo principal! Me senti a própria Chica da Silva lá! Rs Os bangalôs do fundo do casarão são mais reservados e certamente não tem o barulho (de carros e pedestres) dos quartos da frente, que pode incomodar os mais sensíveis.. O forte do café da manhã são os bolos e biscoitos e à tardinha é servido um caldinho delicioso! Eles não possuem estacionamento no local mas tem sempre alguém disponível para levar e buscar o carro no estacionamento, acredito, terceirizado.",Viajou em casal,"Arnhem, Países Baixos",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,portella2014,2017-10-18,2017-08-18,4.0,"Pousada com a cara das Gerais históricas","Um lugar que remonta o estilo rústico Mineiro com quartos e chalés variados, muito confortáveis!! Me hospedei com minha família num chalé muito espaçoso e de arquitetura aconchegante!! Café da manhã típico Mineiro bem variado!! Proximidade do Centro e estacionamento próprio!! Vale a pena conhecer",Viajou com a família,"Manaus, Amazonas, Brazil",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,IMC1975,2017-10-18,2017-10-18,4.0,"Eu recomendo!","Ambiente aconchegante e super agradável! Atendimento digno da hospitalidade mineira. O quarto é pequeno mas satisfatório para o fim de semana. De tardezinha servem um caldo delicioso e o café da manhã também é muito bom.",Viajou em casal,"Sete Lagoas, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Filipeneves,2017-10-18,2017-10-18,5.0,"Muito Bom!","Fiquei hospedado esta semana no Pouso da Chica em Diamantina.
O lugar por fora vc não fica muito empolgado, porem quando entra, o lugar é super aconchegante, mantendo todo o padrão de estrutura e mobílias da época.
Chales sao simples, porem muito confortáveis!
Café da manhã muito bom, o pão de queijo e quentinho e sensacional!
Todas as noites eles servem um caldo gratuito a noite feito no forno a lenha, uma delicia!
E os funcionários sao muito simpáticos!",Viajou em casal,indef,-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,Robson_BH,2017-09-18,2017-08-18,4.0,"Preocupação com detalhes","Ocupamos dois chalés na semana de quinze de agosto. A estadia valeu o valor mais alto, Diamantina está localizada em pleno sertão de Guimarães Rosa e é rústica em si.
Pontos fortes: localização em pleno centro histórico, a própria restauração dos dois casarões antigos que compõe a pousada é muito interessante. É uma grande vantagem pois pelo centro histórico é terrível andar de carro - ruas estreitas, calçamento de pedras irregulares, não há estacionamento.
Equipe solicita. Fomos muito bem atendidos.
Ducha excelente, bom Wi-Fi (o que é um prodígio, considerando os serviços de telefonia no local), estrutura dos quartos confortável. Os chalés tem um grande charme, além de varanda com rede e serem mais silenciosos (considerando a rua), também são mais protegidos dos pernilongos (comuns na cidade). Compensa com folga o menor espaço para guardar objetos, quando comparado aos quartos do casarão. Café da manhã excelente, com as quitandas produzidas na própria pousada. Caldo à tarde muito saboroso, serviço em ambiente de fogão de lenha, muito legal para um fim de tarde fria. Há um serviço de passeios no entorno de Diamantina, em carro quatro por quatro, muito legal. Utilizamos e foi muito bom.
Há estacionamento, porem fica em rua um pouco distante e é descoberto. Não há uma estrutura de entretenimento. Felizmente no mês que fomos é raro um dia chuvoso!",indef,"Belo Horizonte, MG",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,heloisao251,2017-08-18,2017-08-18,3.0,"Conhecer a Vesperata ","Pousada bem localizada e confortável. Os funcionários muito educados e sempre prontos para nós dar informações necessárias para a nossa estada. Tudo que foi solicitada foi atendido. Café bom. Tem uma sopa no final da tarde maravilhosa para podermos começar a noite. Gostei. Recomendo.",Viajou em casal,"Brasília, DF",-18.243295669555664,-43.599327087402344
"Pouso da Chica",3619350,hotel-review,1967margaretematta,2017-08-18,2017-08-18,5.0,"Vesperata","Pousada muito confortável, charmosa e aconchegante. Ela fica próxima ao centro da cidade, fizemos todos os nossos passeios sem precisar usar o carro, os funcionários são muito prestativos e atenciosos, o café da manhã é farto e variado, a noite tem um caldinho imperdível, recomendo!",Viajou com amigos,"Mogi das Cruzes, SP",-18.243295669555664,-43.599327087402344
